sample_ID,species,abbrev,SRR,country,lon,lat,category,perc_proper_reads,depth,n.sites_filtered_individual,n.sites_filtered_species,n.sites_pruned_species
EPH_73,Amphiprion_ephippium,EPH,pending upload,THA,98.37382866,7.614637942,EQ specialist,92.5811,27.9331,6425072,6425072,202007
LAT_185,Amphiprion_latifasciatus,LAT,pending upload,MDG,43.55219953,-23.15439092,Generalist,90.0645,25.9897,9205379,9205379,293156
LAT_187,Amphiprion_latifasciatus,LAT,pending upload,MDG,43.55219953,-23.15439092,Generalist,89.5507,24.3607,9205379,9205379,293156
LAT_188,Amphiprion_latifasciatus,LAT,pending upload,MDG,43.57004371,-23.1400847,Generalist,90.02,22.5531,9205379,9205379,293156
LAT_199,Amphiprion_latifasciatus,LAT,pending upload,MDG,48.09970597,-13.32212519,Generalist,90.3874,24.5771,9205379,9205379,293156
LAT_200,Amphiprion_latifasciatus,LAT,pending upload,MDG,48.09970597,-13.32212519,Generalist,89.7455,24.1726,9205379,9205379,293156
LAT_215,Amphiprion_latifasciatus,LAT,pending upload,MDG,48.09153674,-13.30912701,Generalist,90.5145,23.8263,9205379,9205379,293156
LAT_223,Amphiprion_latifasciatus,LAT,pending upload,MDG,48.07666658,-13.39535167,Generalist,91.5467,22.573,9205379,9205379,293156
NC_064,Amphiprion_melanopus,MEL,pending upload,NCD,166.4444497,-22.3002118,EQ specialist,88.1374,30.0828,8963326,8964982,559236
NC_067,Amphiprion_melanopus,MEL,pending upload,NCD,166.4444497,-22.3002118,EQ specialist,92.2877,34.8524,8962739,8964982,559236
NC_045,Amphiprion_melanopus,MEL,pending upload,NCD,166.4393297,-22.2976877,EQ specialist,92.3684,25.6231,8964452,8964982,559236
NC_046,Amphiprion_melanopus,MEL,pending upload,NCD,166.4393297,-22.2976877,EQ specialist,91.4924,25.2868,8962229,8964982,559236
MEL_347,Amphiprion_melanopus,MEL,pending upload,AUS,151.9143834,-23.44419476,EQ specialist,92.6665,32.7899,8963789,8964982,559236
MEL_355,Amphiprion_melanopus,MEL,pending upload,AUS,151.9143834,-23.44419476,EQ specialist,92.4683,28.9722,8963233,8964982,559236
MEL_356,Amphiprion_melanopus,MEL,pending upload,AUS,151.9143834,-23.44419476,EQ specialist,92.4033,31.3938,8964077,8964982,559236
MEL_357,Amphiprion_melanopus,MEL,pending upload,AUS,151.9143834,-23.44419476,EQ specialist,92.6078,28.6868,8963761,8964982,559236
Ane02,Amphiprion_melanopus,MEL,pending upload,AUS,145.4609161,-14.6683188,EQ specialist,92.3728,8.03053,8679645,8964982,559236
MEL_234,Amphiprion_melanopus,MEL,pending upload,AUS,145.451743,-14.699401,EQ specialist,92.4427,31.2365,8964286,8964982,559236
MEL_242,Amphiprion_melanopus,MEL,pending upload,AUS,145.451743,-14.699401,EQ specialist,92.6204,36.2639,8964228,8964982,559236
MEL_257,Amphiprion_melanopus,MEL,pending upload,AUS,145.4636979,-14.6901794,EQ specialist,92.5794,29.4936,8964145,8964982,559236
MEL_258,Amphiprion_melanopus,MEL,pending upload,AUS,145.4636979,-14.6901794,EQ specialist,92.6488,30.8021,8964273,8964982,559236
MEL_266,Amphiprion_melanopus,MEL,pending upload,AUS,145.445956,-14.67709655,EQ specialist,92.6613,33.4112,8963905,8964982,559236
MEL_286,Amphiprion_melanopus,MEL,pending upload,AUS,145.4513111,-14.65773238,EQ specialist,92.6255,36.6414,8963623,8964982,559236
MEL_288,Amphiprion_melanopus,MEL,pending upload,AUS,145.4494728,-14.6641785,EQ specialist,92.6422,33.1732,8964245,8964982,559236
MEL_290,Amphiprion_melanopus,MEL,pending upload,AUS,145.4494728,-14.6641785,EQ specialist,92.7484,32.011,8964348,8964982,559236
GB_212,Amphiprion_melanopus,MEL,pending upload,IDN,124.8408708,1.4900578,EQ specialist,81.0553,34.0253,8959053,8964982,559236
GA_001,Amphiprion_melanopus,MEL,pending upload,IDN,115.4573313,-8.67894185,EQ specialist,92.7418,29.9756,8954847,8964982,559236
GA_012,Amphiprion_melanopus,MEL,pending upload,IDN,115.534745,-8.74565245,EQ specialist,93.1157,25.6432,8953241,8964982,559236
NC_052,Amphiprion_melanopus,MEL,pending upload,NCD,166.4750078,-22.2803087,EQ specialist,92.401,28.3464,8963234,8964982,559236
NC_057,Amphiprion_melanopus,MEL,pending upload,NCD,166.4750078,-22.2803087,EQ specialist,92.3422,28.9537,8963024,8964982,559236
NC_059,Amphiprion_melanopus,MEL,pending upload,NCD,166.4750078,-22.2803087,EQ specialist,92.465,30.6922,8963335,8964982,559236
NC_034,Amphiprion_melanopus,MEL,pending upload,NCD,165.3267822,-20.7960485,EQ specialist,92.6268,28.7811,8962964,8964982,559236
NC_035,Amphiprion_melanopus,MEL,pending upload,NCD,165.3267822,-20.7960485,EQ specialist,92.5569,29.4599,8962920,8964982,559236
NC_023,Amphiprion_melanopus,MEL,pending upload,NCD,165.3820202,-20.9371423,EQ specialist,92.4276,27.6503,8962474,8964982,559236
PRD_316,Amphiprion_perideraion,PRD,pending upload,AUS,151.9194111,-23.4699603,RM specialist,91.7465,37.6561,7512141,7512779,670278
PRD_323,Amphiprion_perideraion,PRD,pending upload,AUS,151.9194111,-23.4699603,RM specialist,91.8091,30.3957,7511492,7512779,670278
PRD_326,Amphiprion_perideraion,PRD,pending upload,AUS,151.9194111,-23.4699603,RM specialist,91.7794,28.2512,7511949,7512779,670278
PRD_330,Amphiprion_perideraion,PRD,pending upload,AUS,151.9233525,-23.43425146,RM specialist,91.6355,35.341,7512112,7512779,670278
PRD_341,Amphiprion_perideraion,PRD,pending upload,AUS,151.8979852,-23.45029555,RM specialist,91.5613,34.8907,7511725,7512779,670278
PRD_342,Amphiprion_perideraion,PRD,pending upload,AUS,151.8979852,-23.45029555,RM specialist,91.6961,27.2259,7511975,7512779,670278
PRD_343,Amphiprion_perideraion,PRD,pending upload,AUS,151.9376069,-23.43581893,RM specialist,91.8663,32.1366,7512104,7512779,670278
PRD_344,Amphiprion_perideraion,PRD,pending upload,AUS,151.9376069,-23.43581893,RM specialist,91.5867,27.213,7511729,7512779,670278
PRD_24,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,91.7113,22.6931,7511426,7512779,670278
PRD_30,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,91.9388,37.8973,7511954,7512779,670278
PRD_31,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,92.1539,26.4827,7511383,7512779,670278
PRD_33,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,92.0182,26.0137,7511561,7512779,670278
PRD_35,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,93.0949,22.2549,7510909,7512779,670278
PRD_36,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,92.0775,33.2444,7511629,7512779,670278
PRD_38,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,91.9425,38.4493,7511942,7512779,670278
PRD_41,Amphiprion_perideraion,PRD,pending upload,THA,100.0305711,9.7349503,RM specialist,91.6831,26.2244,7511565,7512779,670278
PRD_01,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.9603,24.5642,7510747,7512779,670278
PRD_07,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.6601,27.5042,7511662,7512779,670278
PRD_08,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.3121,23.5352,7511331,7512779,670278
PRD_09,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.9252,41.9861,7512044,7512779,670278
PRD_11,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.9641,35.6328,7511937,7512779,670278
PRD_12,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.5908,23.1497,7511665,7512779,670278
PRD_16,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.3824,22.8852,7511347,7512779,670278
PRD_20,Amphiprion_perideraion,PRD,pending upload,THA,99.83953618,10.0921822,RM specialist,91.3676,20.3746,7511347,7512779,670278
PRD_245,Amphiprion_perideraion,PRD,pending upload,AUS,145.4630929,-14.68576316,RM specialist,91.9274,38.4902,7512062,7512779,670278
PRD_251,Amphiprion_perideraion,PRD,pending upload,AUS,145.4630929,-14.68576316,RM specialist,91.8988,38.1316,7512304,7512779,670278
PRD_294,Amphiprion_perideraion,PRD,pending upload,AUS,145.4421335,-14.66684106,RM specialist,91.7558,37.6837,7512122,7512779,670278
PRD_298,Amphiprion_perideraion,PRD,pending upload,AUS,145.4421335,-14.66684106,RM specialist,91.9857,31.939,7512179,7512779,670278
PRD_305,Amphiprion_perideraion,PRD,pending upload,AUS,145.4396463,-14.68376474,RM specialist,91.7982,38.0549,7511871,7512779,670278
PRD_306,Amphiprion_perideraion,PRD,pending upload,AUS,145.4396463,-14.68376474,RM specialist,91.758,31.4173,7511959,7512779,670278
PRD_310,Amphiprion_perideraion,PRD,pending upload,AUS,145.4483005,-14.65387309,RM specialist,91.7827,32.542,7512000,7512779,670278
PRD_313,Amphiprion_perideraion,PRD,pending upload,AUS,145.4483005,-14.65387309,RM specialist,91.8104,31.7027,7512059,7512779,670278
001_PER,Amphiprion_perideraion,PRD,pending upload,NA,NA,NA,RM specialist,87.0191,28.3912,7511327,7512779,670278
NC001,Amphiprion_perideraion,PRD,SRR26235436,NCD,165.3820202,-20.9371423,RM specialist,91.7372,8.78418,7505976,7512779,670278
NC005,Amphiprion_perideraion,PRD,SRR26235435,NCD,165.3820202,-20.9371423,RM specialist,91.7988,9.83423,7508733,7512779,670278
NC006,Amphiprion_perideraion,PRD,SRR26235434,NCD,165.3820202,-20.9371423,RM specialist,91.5998,8.70539,7505578,7512779,670278
NC019,Amphiprion_perideraion,PRD,SRR26235433,NCD,165.3820202,-20.9371423,RM specialist,91.7654,9.49149,7508370,7512779,670278
NC022,Amphiprion_perideraion,PRD,SRR26235431,NCD,165.3820202,-20.9371423,RM specialist,91.8008,9.18806,7507591,7512779,670278
GB059,Amphiprion_perideraion,PRD,SRR26235430,IDN,115.5928337,-8.2775419,RM specialist,92.0364,9.75947,7508542,7512779,670278
GB060,Amphiprion_perideraion,PRD,SRR26235429,IDN,115.5928337,-8.2775419,RM specialist,92.0549,9.39569,7507205,7512779,670278
GB067,Amphiprion_perideraion,PRD,SRR26235428,IDN,115.5928337,-8.2775419,RM specialist,90.1403,7.28646,7495728,7512779,670278
GB085,Amphiprion_perideraion,PRD,SRR26235427,IDN,115.5928337,-8.2775419,RM specialist,92.0549,7.15313,7493687,7512779,670278
GB086,Amphiprion_perideraion,PRD,SRR26235426,IDN,115.5928337,-8.2775419,RM specialist,91.9387,9.07206,7506817,7512779,670278
GB_046,Amphiprion_polymnus,POL,pending upload,IDN,115.6626142,-8.3379718,SD specialist,96.7557,40.8137,24339504,24369861,923469
GB_047,Amphiprion_polymnus,POL,pending upload,IDN,115.6626142,-8.3379718,SD specialist,91.1216,32,24356099,24369861,923469
GB_048,Amphiprion_polymnus,POL,pending upload,IDN,115.6626142,-8.3379718,SD specialist,96.649,34.0087,24337223,24369861,923469
GB_049,Amphiprion_polymnus,POL,pending upload,IDN,115.6626142,-8.3379718,SD specialist,96.9355,40.9777,24336664,24369861,923469
POL_39,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,90.5872,19.6338,24360271,24369861,923469
POL_40,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,90.5609,20.7648,24364375,24369861,923469
POL_42,Amphiprion_polymnus,POL,pending upload,THA,99.97732925,9.795267274,SD specialist,90.5947,35.8221,24368007,24369861,923469
POL_43,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,90.699,21.7163,24364392,24369861,923469
POL_45,Amphiprion_polymnus,POL,pending upload,THA,99.97732925,9.795267274,SD specialist,90.5909,29.879,24368021,24369861,923469
POL_46,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,90.9525,23.0902,24366065,24369861,923469
POL_48,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,92.3508,18.0497,24356782,24369861,923469
POL_52,Amphiprion_polymnus,POL,pending upload,THA,99.97732925,9.795267274,SD specialist,90.5934,33.0409,24367740,24369861,923469
POL_53,Amphiprion_polymnus,POL,pending upload,THA,100.0305711,9.7349503,SD specialist,90.9709,20.0486,24363380,24369861,923469
POL_22,Amphiprion_polymnus,POL,pending upload,THA,99.83953618,10.0921822,SD specialist,90.2914,21.0609,24363368,24369861,923469
GB_034,Amphiprion_polymnus,POL,pending upload,IDN,124.8408708,1.4900578,SD specialist,89.0608,32.082,24360726,24369861,923469
GB_045,Amphiprion_polymnus,POL,pending upload,IDN,124.8408708,1.4900578,SD specialist,88.5267,36.151,24365884,24369861,923469
GB_216,Amphiprion_polymnus,POL,pending upload,IDN,124.8408708,1.4900578,SD specialist,88.5052,35.0563,24361107,24369861,923469
GB_217,Amphiprion_polymnus,POL,pending upload,IDN,124.8408708,1.4900578,SD specialist,90.2122,35.4414,24360596,24369861,923469
007_POL,Amphiprion_polymnus,POL,pending upload,NA,NA,NA,SD specialist,87.745,39.3293,24306464,24369861,923469
GB_019,Amphiprion_polymnus,POL,pending upload,IDN,115.5928337,-8.2775419,SD specialist,90.6345,33.8089,24342772,24369861,923469
GB_066,Amphiprion_polymnus,POL,pending upload,IDN,115.5928337,-8.2775419,SD specialist,90.3641,33.7509,24361831,24369861,923469
GB_070,Amphiprion_polymnus,POL,pending upload,IDN,115.5928337,-8.2775419,SD specialist,92.2015,28.4028,24346306,24369861,923469
SA260,Amphiprion_sandaracinos,SAN,pending upload,AUS,105.6173515,-10.49124145,SD specialist,92.1255,8.43643,8750030,8755819,722227
SA261,Amphiprion_sandaracinos,SAN,pending upload,AUS,105.6173515,-10.49124145,SD specialist,92.3738,7.09336,8738866,8755819,722227
SA262,Amphiprion_sandaracinos,SAN,pending upload,AUS,105.6173515,-10.49124145,SD specialist,91.9886,8.16718,8748257,8755819,722227
SA113,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.3237,14.4234,8755775,8755819,722227
SA141,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.1248,13.2004,8755567,8755819,722227
SA158,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.1875,11.0917,8755494,8755819,722227
SA173,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.2037,15.918,8755771,8755819,722227
SA179,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.3424,9.84159,8754895,8755819,722227
SA228,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,91.1844,17.3224,8755810,8755819,722227
SA232,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,90.9312,21.9998,8755553,8755819,722227
SA238,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,92.6423,6.09016,8716148,8755819,722227
SA244,Amphiprion_sandaracinos,SAN,pending upload,PNG,150.1445441,-5.5502054,SD specialist,90.3395,13.0307,8755705,8755819,722227
GB033,Amphiprion_sandaracinos,SAN,pending upload,IDN,124.8408708,1.4900578,SD specialist,91.0809,15.0014,8755266,8755819,722227
GB174,Amphiprion_sandaracinos,SAN,SRR26235425,IDN,124.8408708,1.4900578,SD specialist,91.4781,8.80628,8746647,8755819,722227
GB206,Amphiprion_sandaracinos,SAN,SRR26235424,IDN,124.8408708,1.4900578,SD specialist,91.1597,9.47318,8751556,8755819,722227
GB208,Amphiprion_sandaracinos,SAN,SRR26235423,IDN,124.8408708,1.4900578,SD specialist,91.3737,11.64,8754649,8755819,722227
GB209,Amphiprion_sandaracinos,SAN,SRR26235422,IDN,124.8408708,1.4900578,SD specialist,91.4327,10.4376,8752889,8755819,722227
GB227,Amphiprion_sandaracinos,SAN,SRR26235420,IDN,124.8408708,1.4900578,SD specialist,91.1852,11.8546,8754306,8755819,722227
SA186,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,91.7299,7.81565,8749509,8755819,722227
SA188,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,91.3736,11.606,8755445,8755819,722227
SA193,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,91.5802,6.16688,8721131,8755819,722227
SA195,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,91.5461,11.2429,8755398,8755819,722227
SA200,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,90.7663,14.3417,8755656,8755819,722227
SA207,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,91.5103,16.3223,8754552,8755819,722227
SA218,Amphiprion_sandaracinos,SAN,pending upload,SOI,157.9961689,-8.51329565,SD specialist,90.8627,13.0835,8755625,8755819,722227
SA185,Amphiprion_sandaracinos,SAN,pending upload,NA,NA,NA,SD specialist,91.7667,10.8062,8740923,8755819,722227